# 1. x, km 2. P, kPa 3. Flux, kg/m^2/s 4. q, 
# N = 20480

0.000000000000e+00	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
3.906250000000e-03	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
7.812500000000e-03	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
1.171875000000e-02	5.572357943121e+00	0.000000000000e+00	8.535533905933e-01
1.562500000000e-02	5.572357943121e+00	0.000000000000e+00	4.035494542161e-28
1.953125000000e-02	5.572357943121e+00	0.000000000000e+00	8.535533905933e-01
2.343750000000e-02	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
2.734375000000e-02	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
3.125000000000e-02	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
3.515625000000e-02	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
3.906250000000e-02	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
4.296875000000e-02	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
4.687500000000e-02	5.572357943121e+00	0.000000000000e+00	1.014034711148e-27
5.078125000000e-02	5.572357943121e+00	0.000000000000e+00	8.535533905933e-01
5.468750000000e-02	5.572357943121e+00	0.000000000000e+00	4.999999999999e-01
5.859375000000e-02	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
6.250000000000e-02	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
6.640625000000e-02	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
7.031250000000e-02	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
7.421875000000e-02	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
7.812500000000e-02	5.572357943121e+00	0.000000000000e+00	2.303587392042e-28
8.203125000000e-02	5.572357943121e+00	0.000000000000e+00	8.535533905933e-01
8.593750000000e-02	5.572357943121e+00	0.000000000000e+00	4.999999999998e-01
8.984375000000e-02	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
9.375000000000e-02	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
9.765625000000e-02	5.572357943121e+00	0.000000000000e+00	1.464466094066e-01
1.015625000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
1.054687500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
1.093750000000e-01	5.572357943121e+00	0.000000000000e+00	1.258840762147e-26
1.132812500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
1.171875000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
1.210937500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094068e-01
1.250000000000e-01	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
1.289062500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
1.328125000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000001e-01
1.367187500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
1.406250000000e-01	5.572357943121e+00	0.000000000000e+00	3.296077532696e-28
1.445312500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905933e-01
1.484375000000e-01	5.572357943121e+00	0.000000000000e+00	4.999999999999e-01
1.523437500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
1.562500000000e-01	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
1.601562500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
1.640625000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000002e-01
1.679687500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905931e-01
1.718750000000e-01	5.572357943121e+00	0.000000000000e+00	9.378236944384e-26
1.757812500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
1.796875000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
1.835937500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094068e-01
1.875000000000e-01	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
1.914062500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094066e-01
1.953125000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000003e-01
1.992187500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905934e-01
2.031250000000e-01	5.572357943121e+00	0.000000000000e+00	2.650991377940e-27
2.070312500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905933e-01
2.109375000000e-01	5.572357943121e+00	0.000000000000e+00	4.999999999999e-01
2.148437500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094068e-01
2.187500000000e-01	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
2.226562500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094065e-01
2.265625000000e-01	5.572357943121e+00	0.000000000000e+00	4.999999999999e-01
2.304687500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905933e-01
2.343750000000e-01	5.572357943121e+00	0.000000000000e+00	2.073228652837e-27
2.382812500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905934e-01
2.421875000000e-01	5.572357943121e+00	0.000000000000e+00	4.999999999998e-01
2.460937500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094069e-01
2.500000000000e-01	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
2.539062500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094068e-01
2.578125000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000000e-01
2.617187500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
2.656250000000e-01	5.572357943121e+00	0.000000000000e+00	2.032142061368e-26
2.695312500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905934e-01
2.734375000000e-01	5.572357943121e+00	0.000000000000e+00	4.999999999997e-01
2.773437500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094070e-01
2.812500000000e-01	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
2.851562500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
2.890625000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000001e-01
2.929687500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905932e-01
2.968750000000e-01	5.572357943121e+00	0.000000000000e+00	5.739556726048e-26
3.007812500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905935e-01
3.046875000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000001e-01
3.085937500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094067e-01
3.125000000000e-01	5.572357943121e+00	0.000000000000e+00	1.000000000000e+00
3.164062500000e-01	5.572357943121e+00	0.000000000000e+00	1.464466094066e-01
3.203125000000e-01	5.572357943121e+00	0.000000000000e+00	5.000000000002e-01
3.242187500000e-01	5.572357943121e+00	0.000000000000e+00	8.535533905931e-01
